license_number,brokerage_name,related_broker_name,address,url,source_domain,source_tier,source_type,page_title,evidence_text,identity_score,address_score,negative_score,total_score,reject_reason,matched_address,city,state,zip_code,county
299994-BB,BAYOU REALTORS INCORPORATED,ANNA LOU BRAGG,"1613 Fm 517 East, Dickinson, TX 77539",https://licensee.io/real-estate/623450-evie-dillon-bray-tx/,licensee.io,0,Property listing; search snippet,"Evie Dillon Bray in Dickinson, Texas - Real Estate Broker","Real Estate Broker 1700 Fm 517 E., Ste. A, Dickinson, TX 77539. Anna Lou Bragg. Real Estate Broker 1613 Fm 517 East, Dickinson, TX 77539. Scott Griffin Jones.",0.222,0.38,1.0,0.0,property-listing URL,,,,,
299994-BB,BAYOU REALTORS INCORPORATED,ANNA LOU BRAGG,"2 Box 714, Dickinson, TX 77539",https://licensee.io/real-estate/216656-george-d-abraham-tx/,licensee.io,0,Property listing; search snippet,"George D Abraham in Dickinson, Texas - Real Estate Broker","Real Estate Broker 12249 Pine Oak Circle, Route 2 Box 714, Dickinson, TX 77539. Anna Lou Bragg. Real Estate Broker 1613 Fm 517 East, Dickinson, TX 77539. Scott ...",0.217,0.38,1.0,0.0,property-listing URL,,,,,
300990-BB,DON C. TARDY COMPANY,DON CARL TARDY,"78683 3010 Hill St Round Rock, TX 78664",https://www.willettonuniforms.com.au/d-headquarters/don-c-tardy-company-headquarters.html,www.willettonuniforms.com.au,4,Possible official website; linked contact/office page,Don C Tardy Company Headquarters - Willetton Uniforms,"Don C Tardy Company Headquarters - Willetton Uniforms [email protected] Customer Login Username or email address * Password * Lost your password? Willetton Uniforms Home Articles Contact CART (0) MENU Don C Tardy Company Headquarters Looking for information about Don C Tardy Company Headquarters ? The links below have collected all the necessary data. Don C. Tardy Company - Round Rock , TX - Business Page https://www.dandb.com/businessdirectory/donc.tardycompany-roundrock-tx-34913927.html Don C. Tardy Company was founded in 1980, and is located at 1112 Hillridge Dr in Round Rock. Additional in",0.845,0.88,0.0,0.848,,"3010 HILL ST, ROUND ROCK, TX, 78664",ROUND ROCK,TX,78664,Travis
300990-BB,DON C. TARDY COMPANY,DON CARL TARDY,"1112 Hillridge Dr., Round Rock, TX 78665-1196",https://www.willettonuniforms.com.au/d-headquarters/don-c-tardy-company-headquarters.html,www.willettonuniforms.com.au,4,Possible official website; linked contact/office page,Don C Tardy Company Headquarters - Willetton Uniforms,"Don C Tardy Company Headquarters - Willetton Uniforms [email protected] Customer Login Username or email address * Password * Lost your password? Willetton Uniforms Home Articles Contact CART (0) MENU Don C Tardy Company Headquarters Looking for information about Don C Tardy Company Headquarters ? The links below have collected all the necessary data. Don C. Tardy Company - Round Rock , TX - Business Page https://www.dandb.com/businessdirectory/donc.tardycompany-roundrock-tx-34913927.html Don C. Tardy Company was founded in 1980, and is located at 1112 Hillridge Dr in Round Rock. Additional in",0.845,0.88,0.0,0.848,,,,,,
300990-BB,DON C. TARDY COMPANY,DON CARL TARDY,"5583 Fm 16e, Tyler, TX 75706",https://www.willettonuniforms.com.au/d-headquarters/don-c-tardy-company-headquarters.html,www.willettonuniforms.com.au,4,Possible official website; linked contact/office page,Don C Tardy Company Headquarters - Willetton Uniforms,"Don C Tardy Company Headquarters - Willetton Uniforms [email protected] Customer Login Username or email address * Password * Lost your password? Willetton Uniforms Home Articles Contact CART (0) MENU Don C Tardy Company Headquarters Looking for information about Don C Tardy Company Headquarters ? The links below have collected all the necessary data. Don C. Tardy Company - Round Rock , TX - Business Page https://www.dandb.com/businessdirectory/donc.tardycompany-roundrock-tx-34913927.html Don C. Tardy Company was founded in 1980, and is located at 1112 Hillridge Dr in Round Rock. Additional in",0.845,0.88,0.0,0.848,,,,,,
263630-BB,B I C REALTY CORP OF TEXAS,RICHARD A GARZA,"21702 Los Venados Dr, Edinburg, TX 78542",https://www.compass.com/homedetails/21702-Los-Venados-Dr-Edinburg-TX-78542/29GDN_pid/,www.compass.com,4,Possible official website; search snippet,"21702 Los Venados Dr, Edinburg, TX 78542 | MLS #453583",Richard A. Garza • TREC #801000009 • Bic Realty. Property Details ... real estate broker. Compass is licensed to do business as: Compass ...,0.317,0.7,0.45,0.155,possible advertised property,,,,,
263630-BB,B I C REALTY CORP OF TEXAS,RICHARD A GARZA,"78504 Homes for Sale Show more More information about 21702 Los Venados Drive , Edinburg, TX 78542",https://www.compass.com/homedetails/21702-Los-Venados-Dr-Edinburg-TX-78542/29GDN_pid/,www.compass.com,4,Possible official website; office/business page,"21702 Los Venados Dr, Edinburg, TX 78542 | MLS #453583","21702 Los Venados Dr, Edinburg, TX 78542 | MLS #453583 Compass Buy Rent Sell Compass Exclusives Private Exclusives Coming Soon Compass Listings New Development Current Developments Compass Development Marketing Group Agents Find an Agent Join as an Agent Compass Buy Rent Sell Compass Exclusives Compass Exclusives Private Exclusives Coming Soon Compass Listings New Development New Development Current Developments Compass Development Marketing Group Agents Agents Find an Agent Join as an Agent 21702 Los Venados Dr Edinburg, TX 78542 $871,200 Price 87,120 / 2 Lot Size / Acres Checking Share Get p",0.713,0.88,0.85,0.134,property-listing language,,,,,
263630-BB,B I C REALTY CORP OF TEXAS,RICHARD A GARZA,"78543 Homes for Sale 78504 Homes for Sale Show more More information about 21702 Los Venados Drive , Edinburg, TX 78542",https://www.compass.com/homedetails/21702-Los-Venados-Dr-Edinburg-TX-78542/29GDN_pid/,www.compass.com,4,Possible official website; office/business page,"21702 Los Venados Dr, Edinburg, TX 78542 | MLS #453583","21702 Los Venados Dr, Edinburg, TX 78542 | MLS #453583 Compass Buy Rent Sell Compass Exclusives Private Exclusives Coming Soon Compass Listings New Development Current Developments Compass Development Marketing Group Agents Find an Agent Join as an Agent Compass Buy Rent Sell Compass Exclusives Compass Exclusives Private Exclusives Coming Soon Compass Listings New Development New Development Current Developments Compass Development Marketing Group Agents Agents Find an Agent Join as an Agent 21702 Los Venados Dr Edinburg, TX 78542 $871,200 Price 87,120 / 2 Lot Size / Acres Checking Share Get p",0.713,0.88,0.85,0.134,property-listing language,,,,,
263630-BB,B I C REALTY CORP OF TEXAS,RICHARD A GARZA,"9500 W Monte Cristo Rd, Edinburg, TX 78541",https://www.zillow.com/homedetails/9500-W-Monte-Cristo-Rd-Edinburg-TX-78541/458257044_zpid/,www.zillow.com,1,Listing-site corroboration only; search snippet,"9500 W Monte Cristo Rd, Edinburg, TX 78541","One of the owners is a licensed Real Estate Agent in the State of Texas. ... MLS ID #451451, Richard A. Garza, Bic Realty. Greater McAllen ...",0.25,0.46,0.45,0.0,possible advertised property,"9500 W MONTE CRISTO RD, EDINBURG, TX, 78541",EDINBURG,TX,78541,Hidalgo
295449-BB,"JIM WALSH COMPANY, INC",JULIE NOEL WALSH,"7285 Neches Pine Drive, Frisco, TX 75034",https://licensee.io/real-estate/295449-jim-walsh-company-inc-tx/,licensee.io,0,Property listing; linked contact/office page,"Jim Walsh Company, Inc in Frisco, Texas - Realty Company","Jim Walsh Company, Inc in Frisco, Texas - Realty Company Licensee.io Real Estate Licensees Arizona California Florida New York Pennsylvania Texas Blog Legal Contact Us Disclaimer Privacy Policy Search Home Texas Real Estate Frisco Realty Company Jim Walsh Company, Inc Jim Walsh Company, Inc Realty Company 11130 Monarch Dr, Frisco, Texas, 75033 214-289-7922 Jim Walsh Company, Inc is a licensed real estate corporation broker in Frisco, Texas and has a total experience of 17 years in real estate business. The real estate license number 295449 was issued by TREC to Jim Walsh Company, Inc on 09 Apr",1.0,0.56,1.0,0.0,property-listing URL,,,,,
295449-BB,"JIM WALSH COMPANY, INC",JULIE NOEL WALSH,"9801 Camfield Avenue, Frisco, TX 75033",https://licensee.io/real-estate/295449-jim-walsh-company-inc-tx/,licensee.io,0,Property listing; linked contact/office page,"Jim Walsh Company, Inc in Frisco, Texas - Realty Company","Jim Walsh Company, Inc in Frisco, Texas - Realty Company Licensee.io Real Estate Licensees Arizona California Florida New York Pennsylvania Texas Blog Legal Contact Us Disclaimer Privacy Policy Search Home Texas Real Estate Frisco Realty Company Jim Walsh Company, Inc Jim Walsh Company, Inc Realty Company 11130 Monarch Dr, Frisco, Texas, 75033 214-289-7922 Jim Walsh Company, Inc is a licensed real estate corporation broker in Frisco, Texas and has a total experience of 17 years in real estate business. The real estate license number 295449 was issued by TREC to Jim Walsh Company, Inc on 09 Apr",1.0,0.56,1.0,0.0,property-listing URL,,,,,
295449-BB,"JIM WALSH COMPANY, INC",JULIE NOEL WALSH,"7579 Kite Ln, Frisco, TX 75036",https://licensee.io/real-estate/295449-jim-walsh-company-inc-tx/,licensee.io,0,Property listing; linked contact/office page,"Jim Walsh Company, Inc in Frisco, Texas - Realty Company","Jim Walsh Company, Inc in Frisco, Texas - Realty Company Licensee.io Real Estate Licensees Arizona California Florida New York Pennsylvania Texas Blog Legal Contact Us Disclaimer Privacy Policy Search Home Texas Real Estate Frisco Realty Company Jim Walsh Company, Inc Jim Walsh Company, Inc Realty Company 11130 Monarch Dr, Frisco, Texas, 75033 214-289-7922 Jim Walsh Company, Inc is a licensed real estate corporation broker in Frisco, Texas and has a total experience of 17 years in real estate business. The real estate license number 295449 was issued by TREC to Jim Walsh Company, Inc on 09 Apr",1.0,0.56,1.0,0.0,property-listing URL,,,,,
295449-BB,"JIM WALSH COMPANY, INC",JULIE NOEL WALSH,"2667 Montreaux Drive, Frisco, TX 75034",https://licensee.io/real-estate/295449-jim-walsh-company-inc-tx/,licensee.io,0,Property listing; linked contact/office page,"Jim Walsh Company, Inc in Frisco, Texas - Realty Company","Jim Walsh Company, Inc in Frisco, Texas - Realty Company Licensee.io Real Estate Licensees Arizona California Florida New York Pennsylvania Texas Blog Legal Contact Us Disclaimer Privacy Policy Search Home Texas Real Estate Frisco Realty Company Jim Walsh Company, Inc Jim Walsh Company, Inc Realty Company 11130 Monarch Dr, Frisco, Texas, 75033 214-289-7922 Jim Walsh Company, Inc is a licensed real estate corporation broker in Frisco, Texas and has a total experience of 17 years in real estate business. The real estate license number 295449 was issued by TREC to Jim Walsh Company, Inc on 09 Apr",1.0,0.56,1.0,0.0,property-listing URL,,,,,
295449-BB,"JIM WALSH COMPANY, INC",JULIE NOEL WALSH,"4783 Preston Rd Ste 100, Frisco, TX 75034",https://licensee.io/real-estate/295449-jim-walsh-company-inc-tx/,licensee.io,0,Property listing; linked contact/office page,"Jim Walsh Company, Inc in Frisco, Texas - Realty Company","Jim Walsh Company, Inc in Frisco, Texas - Realty Company Licensee.io Real Estate Licensees Arizona California Florida New York Pennsylvania Texas Blog Legal Contact Us Disclaimer Privacy Policy Search Home Texas Real Estate Frisco Realty Company Jim Walsh Company, Inc Jim Walsh Company, Inc Realty Company 11130 Monarch Dr, Frisco, Texas, 75033 214-289-7922 Jim Walsh Company, Inc is a licensed real estate corporation broker in Frisco, Texas and has a total experience of 17 years in real estate business. The real estate license number 295449 was issued by TREC to Jim Walsh Company, Inc on 09 Apr",1.0,0.56,1.0,0.0,property-listing URL,,,,,
295449-BB,"JIM WALSH COMPANY, INC",JULIE NOEL WALSH,"6351 Preston Road Ste 325, Frisco, TX 75034",https://licensee.io/real-estate/295449-jim-walsh-company-inc-tx/,licensee.io,0,Property listing; linked contact/office page,"Jim Walsh Company, Inc in Frisco, Texas - Realty Company","Jim Walsh Company, Inc in Frisco, Texas - Realty Company Licensee.io Real Estate Licensees Arizona California Florida New York Pennsylvania Texas Blog Legal Contact Us Disclaimer Privacy Policy Search Home Texas Real Estate Frisco Realty Company Jim Walsh Company, Inc Jim Walsh Company, Inc Realty Company 11130 Monarch Dr, Frisco, Texas, 75033 214-289-7922 Jim Walsh Company, Inc is a licensed real estate corporation broker in Frisco, Texas and has a total experience of 17 years in real estate business. The real estate license number 295449 was issued by TREC to Jim Walsh Company, Inc on 09 Apr",1.0,0.56,1.0,0.0,property-listing URL,,,,,
295449-BB,"JIM WALSH COMPANY, INC",JULIE NOEL WALSH,"11130 Monarch Dr, Frisco, TX 75033",https://licensee.io/real-estate/455159-the-zepp-company-tx/,licensee.io,0,Property listing; linked contact/office page,"The Zepp Company in Frisco, Texas - Realty Company","The Zepp Company in Frisco, Texas - Realty Company Licensee.io Real Estate Licensees Arizona California Florida New York Pennsylvania Texas Blog Legal Contact Us Disclaimer Privacy Policy Search Home Texas Real Estate Frisco Realty Company The Zepp Company The Zepp Company Realty Company 3326 Starling Drive, Frisco, Texas, 75034 214-676-3709 The Zepp Company is a licensed real estate corporation broker in Frisco, Texas and has a total experience of 29 years in real estate business. The real estate license number 455159 was issued by TREC to The Zepp Company on 02 May, 1997. The current status ",0.796,0.56,1.0,0.0,property-listing URL,,,,,
278604-BB,STARKS REALTORS INC,,"1616 S Kentucky Bldg B Ste 126, Amarillo, TX 79102",https://licensee.io/real-estate/474357-mccartt-associates-inc-tx/,licensee.io,0,Property listing; search snippet,"Mccartt & Associates, Inc in Amarillo, Texas - Realty Company","1616 S Kentucky Bldg B Ste 126, Amarillo, TX 79102. Starks Realtors Inc. Realty Company 5701 Time Square Blvd, Suite 190, Amarillo, TX 79119. R. C. Cline Land ...",0.72,0.38,1.0,0.0,property-listing URL,,,,,
246823-BB,S.L.S. PROPERTIES INC,,"622 W Ella, Kingsville, TX 78363",https://www.facebook.com/groups/kingsvillerentals/posts/7427043610749743/,www.facebook.com,1,Low-authority directory; search snippet,"**🏡 Apartment Listing: 622 W Ella, Kingsville, TX 78363 🏡 ...","Rent $900. Contact Jeff Haunschild with SLS Properties, Inc. at (361) 522-7890 for inquiries. ☎️.",0.059,0.64,0.0,0.237,,,,,,
257740-BB,"EBBY HALLIDAY REAL ESTATE, LLC",VIRGINIA WOODWARD GILL,"5560 Tennyson Pkwy Ste 100. Plano, Texas 75024",https://www.trec.texas.gov/license-search/?detail_id=540682-SA,www.trec.texas.gov,5,Government; search snippet,License Holder Search | TREC - Texas.gov,"Business Address. 5560 Tennyson Pkwy Ste 100. Plano, Texas 75024. Business Phone ... Ebby Halliday Real Estate, LLC, 1. 10/10/2023, 20398 ... PHONE: 512.936.3000",0.739,0.96,0.0,0.838,,"5560 TENNYSON PKWY, PLANO, TX, 75024",PLANO,TX,75024,Collin
257740-BB,"EBBY HALLIDAY REAL ESTATE, LLC",VIRGINIA WOODWARD GILL,6465 E. Mockingbird Lane #450 Dallas TX 75214,https://business.richardsonchamber.com/list/member/ebby-halliday-real-estate-llc-25373,business.richardsonchamber.com,4,Possible official website; search snippet,"Ebby Halliday Real Estate, LLC | Agents & Brokers","Ebby Halliday Real Estate, LLC. Categories. Agents & Brokers. 6465 E. Mockingbird Lane #450 Dallas TX 75214 · (214) 395-4579; Send Email. Share.",0.739,0.7,0.0,0.738,,,,,,
257740-BB,"EBBY HALLIDAY REAL ESTATE, LLC",VIRGINIA WOODWARD GILL,6465 E. Mockingbird Lane #450 Dallas TX 75214,https://business.richardsonchamber.com/list/member/ebby-halliday-real-estate-llc-25373,business.richardsonchamber.com,4,Possible official website; office/business page,"Ebby Halliday Real Estate, LLC | Agents & Brokers - Richardson Chamber of Commerce","Ebby Halliday Real Estate, LLC | Agents & Brokers - Richardson Chamber of Commerce Need Help? Skip to content Calendar Member Directory Contact Us Login Subscribe Menu Membership Why Join Pricing & Benefits Application President’s Club 110% Club Member Business Directory Member Login Resources New Member Resources Member FAQs Job Board Hot Deals SCORE Certificate of Origin Voter Resources City of Richardson Economic Development Richardson Visitor’s Bureau Events 8/13 Monthly Social: A Networking Event Crafted in Stone 8/20 Women In Leadership Service Project 9/29 39th Annual Golf Classic Netwo",0.726,0.88,0.0,0.778,,,,,,
257740-BB,"EBBY HALLIDAY REAL ESTATE, LLC",VIRGINIA WOODWARD GILL,"411 Belle Grove Drive Richardson, TX 75080",https://business.richardsonchamber.com/list/member/ebby-halliday-real-estate-llc-25373,business.richardsonchamber.com,4,Possible official website; office/business page,"Ebby Halliday Real Estate, LLC | Agents & Brokers - Richardson Chamber of Commerce","Ebby Halliday Real Estate, LLC | Agents & Brokers - Richardson Chamber of Commerce Need Help? Skip to content Calendar Member Directory Contact Us Login Subscribe Menu Membership Why Join Pricing & Benefits Application President’s Club 110% Club Member Business Directory Member Login Resources New Member Resources Member FAQs Job Board Hot Deals SCORE Certificate of Origin Voter Resources City of Richardson Economic Development Richardson Visitor’s Bureau Events 8/13 Monthly Social: A Networking Event Crafted in Stone 8/20 Women In Leadership Service Project 9/29 39th Annual Golf Classic Netwo",0.726,0.88,0.0,0.778,,,,,,
273938-BB,"MIKE BOWMAN, INC",MICHAEL DAVID BOWMAN,"1600 Solana Blvd Ste 8150 Westlake, TX 76262",https://www.c21bowman.com/,www.c21bowman.com,4,Possible official website; office/business page,#1 CENTURY 21 TEXAS OFFICE | FULL SERVICE CENTURY 21 Real Estate | Dallas Fort Worth Keller Grapevine Homes for Sale Realtor,"#1 CENTURY 21 TEXAS OFFICE | FULL SERVICE CENTURY 21 Real Estate | Dallas Fort Worth Keller Grapevine Homes for Sale Realtor Toggle navigation HOME For Sale Homes for Sale Homes for Rent Luxury Homes Commercial Land, Lots, Ranches Multi-Family D.R. Horton Homes (Featured) Explore DFW Neighborhoods Lease View Our Rentals Search All North Texas Rentals Property Management Tenant Info Lease with Right to Purchase Advice About Our Company Mortgage How Can We Help? I'm Selling a Home I'm Buying a Home I'm Looking to Rent I'm Relocating I Need Property Management How to Buy HUD Properties Explore Ne",0.479,0.88,0.85,0.0,property-listing language,,,,,
273938-BB,"MIKE BOWMAN, INC",MICHAEL DAVID BOWMAN,"1600 Solana Blvd Ste 8150 Westlake, TX 76262",https://www.c21bowman.com/about-us/,www.c21bowman.com,4,Possible official website; linked contact/office page,About Us | CENTURY 21 Mike Bowman Inc.,"About Us | CENTURY 21 Mike Bowman Inc. Toggle navigation HOME For Sale Homes for Sale Homes for Rent Luxury Homes Commercial Land, Lots, Ranches Multi-Family D.R. Horton Homes (Featured) Explore DFW Neighborhoods Lease View Our Rentals Search All North Texas Rentals Property Management Tenant Info Lease with Right to Purchase Advice About Our Company Mortgage How Can We Help? I'm Selling a Home I'm Buying a Home I'm Looking to Rent I'm Relocating I Need Property Management How to Buy HUD Properties Explore Neighborhoods Real Estate Talk Radio Show DFW Marketplace Reliant Utility Concierge Open",0.794,0.88,0.85,0.181,property-listing language,,,,,
273938-BB,"MIKE BOWMAN, INC",MICHAEL DAVID BOWMAN,"2396 Visit Website 8074 Precinct Line Rd, Colleyville, TX 76034",http://www.c21bowman.com/about-us/mortgage.html,www.c21bowman.com,4,Possible official website; linked contact/office page,Mortgage Resources | CENTURY 21 Mike Bowman Inc.,"Mortgage Resources | CENTURY 21 Mike Bowman Inc. Toggle navigation HOME For Sale Homes for Sale Homes for Rent Luxury Homes Commercial Land, Lots, Ranches Multi-Family D.R. Horton Homes (Featured) Explore DFW Neighborhoods Lease View Our Rentals Search All North Texas Rentals Property Management Tenant Info Lease with Right to Purchase Advice About Our Company Mortgage How Can We Help? I'm Selling a Home I'm Buying a Home I'm Looking to Rent I'm Relocating I Need Property Management How to Buy HUD Properties Explore Neighborhoods Real Estate Talk Radio Show DFW Marketplace Reliant Utility Conc",0.794,0.88,0.45,0.481,possible advertised property,,,,,
273938-BB,"MIKE BOWMAN, INC",MICHAEL DAVID BOWMAN,"1600 Solana Blvd Ste 8150 Westlake, TX 76262",http://www.c21bowman.com/about-us/mortgage.html,www.c21bowman.com,4,Possible official website; linked contact/office page,Mortgage Resources | CENTURY 21 Mike Bowman Inc.,"Mortgage Resources | CENTURY 21 Mike Bowman Inc. Toggle navigation HOME For Sale Homes for Sale Homes for Rent Luxury Homes Commercial Land, Lots, Ranches Multi-Family D.R. Horton Homes (Featured) Explore DFW Neighborhoods Lease View Our Rentals Search All North Texas Rentals Property Management Tenant Info Lease with Right to Purchase Advice About Our Company Mortgage How Can We Help? I'm Selling a Home I'm Buying a Home I'm Looking to Rent I'm Relocating I Need Property Management How to Buy HUD Properties Explore Neighborhoods Real Estate Talk Radio Show DFW Marketplace Reliant Utility Conc",0.794,0.88,0.45,0.481,possible advertised property,,,,,
273938-BB,"MIKE BOWMAN, INC",MICHAEL DAVID BOWMAN,"101 William D Tate Ave Suite 100, Grapevine, TX 76051",http://www.c21bowman.com/relocation/dfw-relocation.html,www.c21bowman.com,4,Possible official website; linked contact/office page,"Dallas Fort Worth Relocation #1 CENTURY 21 Office in Texas, CENTURY 21 Mike Bowman, Inc.","Dallas Fort Worth Relocation #1 CENTURY 21 Office in Texas, CENTURY 21 Mike Bowman, Inc. Relocating to the Dallas Fort Worth Area Knowledgable. Experienced. Whether you are moving across the state or around the world, we are your trusted leader in relocation in the DFW metroplex Our Relocation Services DFW Relocation Tools International Move Toggle navigation CENTURY 21 Mike Bowman, Inc. Our Services Relocation Tools Testimonials Global Move Contact C21Bowman Home Relocation Services We'll Help You Every Step of the Way Let Us Assist You with Your Relocation Needs Moving can be exciting and ov",0.794,0.88,0.45,0.481,possible advertised property,,,,,
273938-BB,"MIKE BOWMAN, INC",MICHAEL DAVID BOWMAN,"1600 Solana Blvd Ste 8150 Westlake, TX 76262",http://www.c21bowman.com/about-us/hud.html,www.c21bowman.com,4,Possible official website; linked contact/office page,HUD HOMES | Fort Worth Grapevine Real Estate | CENTURY 21 Mike Bowman Inc.,"HUD HOMES | Fort Worth Grapevine Real Estate | CENTURY 21 Mike Bowman Inc. Toggle navigation HOME For Sale Homes for Sale Homes for Rent Luxury Homes Commercial Land, Lots, Ranches Multi-Family D.R. Horton Homes (Featured) Explore DFW Neighborhoods Lease View Our Rentals Search All North Texas Rentals Property Management Tenant Info Lease with Right to Purchase Advice About Our Company Mortgage How Can We Help? I'm Selling a Home I'm Buying a Home I'm Looking to Rent I'm Relocating I Need Property Management How to Buy HUD Properties Explore Neighborhoods Real Estate Talk Radio Show DFW Market",0.794,0.88,0.85,0.181,property-listing language,,,,,
273938-BB,"MIKE BOWMAN, INC",MICHAEL DAVID BOWMAN,"1600 Solana Blvd., Westlake, TX 76262",https://www.century21.com/office/detail/tx/westlake/offices/century-21-mike-bowman-inc/oid-P00400000FDdqUVl32otHKnB6iSXDRjRaIBSgJGI,www.century21.com,4,Possible official website; search snippet,"CENTURY 21 Mike Bowman, Inc. - Real Estate Broker in ...","CENTURY 21 Mike Bowman, Inc. CENTURY 21 Mike Bowman, Inc. 1600 Solana Blvd., Westlake, TX 76262. Westlake. Share. CENTURY 21 Mike Bowman, Inc. (817) 354 - 7653 ...",0.499,0.7,0.0,0.598,,,,,,
273938-BB,"MIKE BOWMAN, INC",MICHAEL DAVID BOWMAN,"21 Mike Bowman, Inc. Westlake, TX 76262",https://www.har.com/century-21-mike-bowman-inc/office_agents_ntreis-bwmn01eu,www.har.com,4,Brokerage/agent profile; office/business page,"Century 21 Mike Bowman, Inc. Agents - HAR.com","Century 21 Mike Bowman, Inc. Agents - HAR.com Buy/Rent Buy Single Family Homes Townhouses/Condos Multi-Family Homes Land and Lots Country Homes/Acreage Mid/High-Rise Condos Search by Map Rent Rental Search Single Family Homes Townhouses/Condos Multi-Family Homes Mid/High-Rise Condos Apartments Rentals App Buying vs Renting Calculator Search by Map Specialties Drive Time Just Listed Open Houses New Homes Luxury Homes Land and Lots Price Reduction Foreclosure Commercial Properties Global Properties Enjoy all Benefits of HAR.com Save searches and favorites, ask questions, and connect with agents ",0.794,0.88,0.85,0.181,property-listing language,,,,,
273938-BB,"MIKE BOWMAN, INC",MICHAEL DAVID BOWMAN,"1 Leased Melanie Hunt Century 21 Mike Bowman, Inc. Westlake, TX 76262",https://www.har.com/century-21-mike-bowman-inc/office_agents_ntreis-bwmn01eu,www.har.com,4,Brokerage/agent profile; office/business page,"Century 21 Mike Bowman, Inc. Agents - HAR.com","Century 21 Mike Bowman, Inc. Agents - HAR.com Buy/Rent Buy Single Family Homes Townhouses/Condos Multi-Family Homes Land and Lots Country Homes/Acreage Mid/High-Rise Condos Search by Map Rent Rental Search Single Family Homes Townhouses/Condos Multi-Family Homes Mid/High-Rise Condos Apartments Rentals App Buying vs Renting Calculator Search by Map Specialties Drive Time Just Listed Open Houses New Homes Luxury Homes Land and Lots Price Reduction Foreclosure Commercial Properties Global Properties Enjoy all Benefits of HAR.com Save searches and favorites, ask questions, and connect with agents ",0.794,0.88,0.85,0.181,property-listing language,,,,,
273938-BB,"MIKE BOWMAN, INC",MICHAEL DAVID BOWMAN,"28 Leased Connie Carey Century 21 Mike Bowman, Inc. Westlake, TX 76262",https://www.har.com/century-21-mike-bowman-inc/office_agents_ntreis-bwmn01eu,www.har.com,4,Brokerage/agent profile; office/business page,"Century 21 Mike Bowman, Inc. Agents - HAR.com","Century 21 Mike Bowman, Inc. Agents - HAR.com Buy/Rent Buy Single Family Homes Townhouses/Condos Multi-Family Homes Land and Lots Country Homes/Acreage Mid/High-Rise Condos Search by Map Rent Rental Search Single Family Homes Townhouses/Condos Multi-Family Homes Mid/High-Rise Condos Apartments Rentals App Buying vs Renting Calculator Search by Map Specialties Drive Time Just Listed Open Houses New Homes Luxury Homes Land and Lots Price Reduction Foreclosure Commercial Properties Global Properties Enjoy all Benefits of HAR.com Save searches and favorites, ask questions, and connect with agents ",0.794,0.88,0.85,0.181,property-listing language,,,,,
273938-BB,"MIKE BOWMAN, INC",MICHAEL DAVID BOWMAN,"5 Leased Gerry Jones Century 21 Mike Bowman, Inc. Westlake, TX 76262",https://www.har.com/century-21-mike-bowman-inc/office_agents_ntreis-bwmn01eu,www.har.com,4,Brokerage/agent profile; office/business page,"Century 21 Mike Bowman, Inc. Agents - HAR.com","Century 21 Mike Bowman, Inc. Agents - HAR.com Buy/Rent Buy Single Family Homes Townhouses/Condos Multi-Family Homes Land and Lots Country Homes/Acreage Mid/High-Rise Condos Search by Map Rent Rental Search Single Family Homes Townhouses/Condos Multi-Family Homes Mid/High-Rise Condos Apartments Rentals App Buying vs Renting Calculator Search by Map Specialties Drive Time Just Listed Open Houses New Homes Luxury Homes Land and Lots Price Reduction Foreclosure Commercial Properties Global Properties Enjoy all Benefits of HAR.com Save searches and favorites, ask questions, and connect with agents ",0.794,0.88,0.85,0.181,property-listing language,,,,,
273938-BB,"MIKE BOWMAN, INC",MICHAEL DAVID BOWMAN,"12 Leased Terry Tremaine Century 21 Mike Bowman, Inc. Westlake, TX 76262",https://www.har.com/century-21-mike-bowman-inc/office_agents_ntreis-bwmn01eu,www.har.com,4,Brokerage/agent profile; office/business page,"Century 21 Mike Bowman, Inc. Agents - HAR.com","Century 21 Mike Bowman, Inc. Agents - HAR.com Buy/Rent Buy Single Family Homes Townhouses/Condos Multi-Family Homes Land and Lots Country Homes/Acreage Mid/High-Rise Condos Search by Map Rent Rental Search Single Family Homes Townhouses/Condos Multi-Family Homes Mid/High-Rise Condos Apartments Rentals App Buying vs Renting Calculator Search by Map Specialties Drive Time Just Listed Open Houses New Homes Luxury Homes Land and Lots Price Reduction Foreclosure Commercial Properties Global Properties Enjoy all Benefits of HAR.com Save searches and favorites, ask questions, and connect with agents ",0.794,0.88,0.85,0.181,property-listing language,,,,,
